OBJECTID,ORIGKEY,PMISYR,ROUTE_ID,FROM_MEASURE,TO_MEASURE,SYSTEM,ROUTE,DIR,BPOST,EPOST,PAVTYP,DESCRIPT,CONYR,RESYR,PMIS_LENGTH,LANE_MILES,MDIST,COUNTY,CITY,CITY 2,PCI_2,PCI_2DEF,RUT_INDX,IRI_INDX,FAULT_INDX,CRACK_INDX,IRI,FRICT,FRIDATE,FAULT,FAULTAV,RUT,CRACK_RATIO,T_INDX,L_INDX,LW_INDX,LLW_INDX,A_INDX,ACRACKH,ACRACKM,ACRACKL,TCRACKH,TCRACKM,TCRACKL,LCRACKH,LCRACKM,LCRACKL,LCRACKWH,LCRACKWM,LCRACKWL,DCRACKH,DCRACKM,DCRACKL,JTSPALLH,JTSPALLM,JTSPALL_LONG,JTSPALL_TRANS,PATCHAB,PATCHAG,PATCHES,COVERAGE,CAPDAT,STRUC80,STRUCT_NEED80,STRUCAV,STRUCJTR,AVEK,FWD_DATE,TRYR,AADT,TRUCKS,NHS,SYS_NHS,URBAN,PCLASS,FCLASS,MEDIAN,MEDIAN_PCT,LANES,SPEED,SURFACE_TYPE,PAVTHICK,TACCDPTH,TPCCDPTH,BASEDPTH,MLEVEL,WIDTH,WDRIVELN,RCURB,LCURB,ISHLDTIE,ISHLDTYP,ISHLDWID,OSHLDTIE,OSHLDTYP,OSHLDWID,COMPLEX,SUBDRAIN,SUBDPCT,SUBDMULT,TREATMENT,LAYR1,LAYR2,LAYR3,LAYR4,LAYR5,LAYR6,LAYR7,LAYR8,PROJECT1,PROJECT2,PROJECT3,PROJECT4,PROJECT5,PROJECT6,PROJECT7,PROJECT8,PROJTYP1,PROJTYP2,PROJTYP3,PROJTYP4,PROJTYP5,PROJTYP6,PROJTYP7,PROJTYP8,SURTYP1,SURTYP2,SURTYP3,SURTYP4,SURTYP5,SURTYP6,SURTYP7,SURTYP8,SURTHK1,SURTHK2,SURTHK3,SURTHK4,SURTHK5,SURTHK6,SURTHK7,SURTHK8,BASTYP1,BASTYP2,BASTYP3,BASTYP4,BASTYP5,BASTYP6,BASTYP7,BASTYP8,AGGCLAS1,AGGCLAS2,AGGCLAS3,AGGCLAS4,AGGCLAS5,AGGCLAS6,AGGCLAS7,AGGCLAS8,BASTHK1,BASTHK2,BASTHK3,BASTHK4,BASTHK5,BASTHK6,BASTHK7,BASTHK8,SUBTHK1,SUBTHK2,SUBTHK3,SUBTHK4,SUBTHK5,SUBTHK6,SUBTHK7,SUBTHK8,RMVTHK1,RMVTHK2,RMVTHK3,RMVTHK4,RMVTHK5,RMVTHK6,RMVTHK7,RMVTHK8,AGGSRC1,AGGSRC2,AGGSRC3,AGGSRC4,AGGSRC5,AGGSRC6,AGGSRC7,AGGSRC8,REMARKS1,REMARKS2,REMARKS3,REMARKS4,REMARKS5,REMARKS6,REMARKS7,REMARKS8,RMVTYP1,RMVTYP2,RMVTYP3,RMVTYP4,RMVTYP5,RMVTYP6,RMVTYP7,RMVTYP8,AGGTYP1,AGGTYP2,AGGTYP3,AGGTYP4,AGGTYP5,AGGTYP6,AGGTYP7,AGGTYP8,SUBTYP1,SUBTYP2,SUBTYP3,SUBTYP4,SUBTYP5,SUBTYP6,SUBTYP7,SUBTYP8,REST_UPDATED,REST_UTC_OFFSET,GLOBALID,PATCH_PCT,CONRTE,FAILURE_AREA,FAILURE_AREA_MI,FAILURE_CNT,FAILURE_CNT_MI,PATHWEB,STRUC_C_PCT,UNSEALCRK,Shape__Length
2301,03021062 20065 2824,2023,S001920030E,62.306,65.37999,2,30,1,062 20,065 28,3,From 0.4 Mi E of 330th St NE to 0.6 Mi NE of 350th St.,1930,1998,3.07,6.24,3,24,7927,7927,66,,39,74,,73,90.18,62,2021/07/30 00:00:00+00,,0,0.29,27.04,38,14,37,,100,0,0,75,0,94,359,0,523,1477,3,386,1086,0,0,0,0,0,0,0,20,0,1,100,2022/05/18 00:00:00+00,3.72,0,4.92,,183,2022/06/01 00:00:00+00,2023,3658,759,Y,NHS,,2,3,N,0,2,55,65,16.5,10,7,0,B,24,,Y,N,N,G,10,N,G,10,Y,NHS-30-2(58)-19-24,100,,MS,1998,1982,1960,1930,,,,,NHSN-30-2(103)--2R-24,FR-30-2(42)2G-24,FN-1055,P-289ABC,,,,,,,,,,,,,AAC,AAC,AAC,PC7,,,,,1.5,1,3,7,,,,,AAC,,,,,,,,,,,3,,,,,3.5,0,0,0,,,,,4.5,0,0,0,,,,,0,1,0,0,,,,,UREN,GILMORE CITY,,LAKE VIEW,,,,,,VL 95AC MP,,,,,,,,SCR,,,,,,,GRAVEL,C.LST.,,GRAVEL,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,288e50a1-d760-4935-84aa-68247f723fbe,0,,974,317.2,89,29,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920030E&logpoint=62.30588,10,100,6665.971273
2302,03021065 28066 2324,2023,S001920030E,65.37999,66.33503,2,30,1,065 28,066 23,3,From 0.6 Mi NE of 350th St. NE to 0.1 Mi SW of RR Overpass,1930,1998,0.96,1.91,3,24,,0,71,,47,76,,77,85.32,65,2021/07/30 00:00:00+00,,0,0.25,22.62,45,23,72,,100,0,0,118,0,85,315,0,466,1339,0,149,521,0,0,0,0,0,0,0,0,0,0,100,2022/05/18 00:00:00+00,3.97,0,5.45,,160,2022/06/01 00:00:00+00,2023,3340,757,Y,NHS,,2,3,N,0,2,55,60,16.5,10,7,0,B,24,,N,N,N,G,10,N,PG,10,N,NHS-30-2(58)-19-24,100,,AC,1998,1982,1960,1930,,,,,NHSN-30-2(103)--2R-24,FR-30-2(42)2G-24,FN-1055,P-289ABC,,,,,,,,,,,,,AAC,AAC,AAC,PC7,,,,,1.5,1,3,7,,,,,AAC,,,,,,,,,,,3,,,,,5,0,0,0,,,,,0,0,0,0,,,,,0,1,0,0,,,,,UREN,GILMORE CITY,,LAKE VIEW,,,,,,VL 95AC MP,,,,,,,,SCR,,,,,,,GRAVEL,C.LST.,,GRAVEL,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,246fbeca-883c-4b76-b974-f65a65b85810,0,,16,16.7,1,1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920030E&logpoint=65.37683,5,100,2071.217807
2303,03021066 23069 4624,2023,S001920030E,66.33503,69.56032,2,30,1,066 23,069 46,4,From 0.1 Mi SW of RR Overpass NE to Clinton St. (Westside),1998,,3.23,7.93,3,24,8315,8315,69,,30,74,,83,89.87,65,2021/07/30 00:00:00+00,0.1,0.001,0.33,16.68,52,25,68,,100,0,0,64,1,51,157,0,338,1462,0,168,603,0,0,0,0,0,0,0,5,0,0,96,2022/05/18 00:00:00+00,5.08,0,6.39,,149,2019/03/26 00:00:00+00,2023,3893,758,Y,NHS,,2,3,N,0,2,55,69,12,12,0,0,B,29,,Y,Y,N,G,10,N,G,10,Y,NHS-30-2(58)-19-24,100,,AC,1998,,,,,,,,NHSN-30-2(103)--2R-24,,,,,,,,O,,,,,,,,AAC,,,,,,,,1.5,,,,,,,,AAC,,,,,,,,3,,,,,,,,1.5,,,,,,,,9,,,,,,,,0,,,,,,,,UREN,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL,,,,,,,,BAC,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,126806ef-1572-4c46-a5f6-21c15dfafa6a,0,,202,62.6,17,5.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920030E&logpoint=66.33356,6,100,6986.04259
2304,03021069 46069 9424,2023,S001920030E,69.56032,70.04033,2,30,1,069 46,069 94,3,From Clinton St. East to Crawford/Carroll Co Line,1930,2015,0.48,0.96,3,24,8315,8315,67,,61,72,,65,94.11,,,,0,0.18,35.47,20,50,0,,100,0,0,0,0,136,444,0,657,337,0,1121,1575,0,0,0,0,0,0,0,0,0,0,100,2022/05/18 00:00:00+00,5.21,0,7.64,,187,2019/03/26 00:00:00+00,2023,4070,759,Y,NHS,,2,3,N,0,2,30,69,16.5,10,7,0,B,24,,Y,Y,N,G,10,N,G,10,Y,,,,AC,2015,1998,1996,1960,1930,,,,NHSN-030-2(161)--2R-24,NHSN-30-2(103)--2R-24,MP-30-3(701)57--76-24,FN-1055,P-289AC,,,,,,,,,,,,AAC,AAC,AAC,PC7,,,,,1.5,1.5,1.5,7,0,,,,AAC,,,,,,,,5,,,,,,,,5,0,0,0,0,,,,0,0,0,0,0,,,,0,0,0,0,0,,,,AMES MINE_A85006,,,,,,,,,,MATLS INFO NOT AVAILABLE,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,a77de52f-58a2-475b-baba-8ff084b7d217,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920030E&logpoint=69.56,15,100,1040.097534
2305,03021069 94080 4614,2023,S001920030E,70.04033,80.68804,2,30,1,069 94,080 46,4,From Crawford/Carroll Co Ln East to Burgess Ave (Carroll),1998,,10.65,27.7,3,14,1125,1125,62,C,53,63,,66,114.84,63,2021/07/30 00:00:00+00,0.2,0.0075,0.22,34.25,0,46,72,,100,0,0,41,1,95,509,0,167,1168,0,57,653,0,0,0,0,1,0,0,0,0,0,80,2022/05/18 00:00:00+00,6.1,0,7.51,,161,2022/04/05 00:00:00+00,2023,6448,820,Y,NHS,805,2,3,N,0,2,55,69,12,12,0,0,B,32,,Y,N,N,G,10,N,G,10,Y,F-30-2(59)20-14 CONT.,100,,AC,1998,,,,,,,,NHSN-30-2(79)--2R-14,,,,,,,,,,,,,,,,AAC,,,,,,,,1.5,,,,,,,,AAC,,,,,,,,,,,,,,,,1.5,,,,,,,,9,,,,,,,,0,,,,,,,,DELL RAPIDS,,,,,,,,,,,,,,,,,,,,,,,,QUARTZ,,,,,,,,BAC,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,19531038-088c-42c7-a429-4044299c15a1,0,,2115,198.6,199,18.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920030E&logpoint=70.04,6,95,23063.35625
2306,03021080 46080 9314,2023,S001920030E,80.68804,81.15829,2,30,1,080 46,080 93,3,From Burgess Ave. East to 0.1 Mi E of Heires Ave (Carroll),1930,1997,0.47,1.88,3,14,1125,1125,67,,52,65,,75,108.75,59,2022/08/03 00:00:00+00,0.2,0.005,0.23,24.64,52,51,61,,100,0,0,198,0,62,292,0,458,599,0,106,870,0,0,0,0,0,0,0,0,0,0,100,2022/05/18 00:00:00+00,7.27,0,8.43,,118,2019/09/10 00:00:00+00,2023,10633,901,Y,NHS,805,2,3,N,0,4,45,65,11,4,7,0,B,48,,Y,Y,N,P,2,N,G,10,N,,,,AC,1997,1960,1956,1930,,,,,MP-30-3(701)80--76-14,FN-721*<1>,FN-721,P-611BCDE,,,,,,,,,,,,,AAC,AAC,PCC,PC7,,,,,3,1.5,0,7,,,,,,AAC,,,,,,,,,,,,,,,0,1.5,0,0,,,,,0,0,0,0,,,,,3,0,0,0,,,,,GILMORE CITY,LAKE CITY,SACTON,LAKE VIEW,,,,,,,.9M WIDENING PCC  255MM,,,,,,MIL,,,,,,,,C.LST.,GRAVEL,GRAVEL,GRAVEL,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b289abe1-d122-4bfc-ba13-223eca7fca3e,0,,46,97.6,2,4.2,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920030E&logpoint=80.69205,6,100,1019.600999
2307,03131025 02027 7147,2023,S001930031N,24.82596,27.43609,3,31,1,025 02,027 71,1,From Woodbury/Ida Co Line Northeast To Ida/Cherokee Co Li,1955,2020,2.61,5.22,3,47,,0,90,,,84,84,100,66.29,61,2021/07/30 00:00:00+00,0.1,0.0195,0.04,0.39,100,,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2022/05/20 00:00:00+00,4.05,0,7.23,,197,2021/04/21 00:00:00+00,2023,1240,280,N,Non-NHS,,4,4,N,0,2,55,79,19,13,6,6,C,24,,N,N,N,PG,6,N,PG,6,N,STP-31-1(22)--2C-97,72,,PC,2020,1997,1967,1955,,,,,STP-031-1(43)--2C-97,STP-31-1(22)--2C-97,FN-31-2(1)--21-97,F-744(4),,,,,S,,,,,,,,PCC,AAC,BAC,AAC,,,,,6,1.5,1,3,,,,,,BAC,TBB,TBB,,,,,2,,,,,,,,0,2,2.5,6,,,,,0,0,0,6,,,,,3,0,0,0,,,,,DELL RAPIDS_ASD0,,,,,,,,PCC overlay,,,,,,,,MIL,,,,,,,,QUARTZ,,,,,,,,,,,SAS,,,,,2024/04/18 18:55:47.120+00,-05:00,55d5ab27-86c9-4d6f-994e-9310bc2f0fc0,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930031N&logpoint=24.8248,0,100,5711.508808
2308,03131027 71039 1918,2023,S001930031N,27.43609,38.49982,3,31,1,027 71,039 19,1,From Ida/Cherokee Co Line Northeast To JCT IA 31/US 59,1951,2022,11.06,22.39,3,18,8150,8150,87,R,,69,100,100,101.14,57,2023/07/31 00:00:00+00,0,0,0,0,100,,,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.16,0,4.96,83,171,2023/06/12 00:00:00+00,2023,1284,278,N,Non-NHS,,4,4,N,0,2,55,79,13,7,6,0,C,24,,N,N,N,PG,9,N,PG,9,N,STP-31-1(22)--2C-97,17,,PC,2022,1997,1967,1951,,,,,STP-031-3(11)--2C-18,STP-31-1(22)--2C-31,FN-31-3(1)--21-18,F-774,,,,,S,,,,,,,,PCC,AAC,BSC,BAC,,,,,6,1.5,1,1,,,,,,BAC,SAS,TBB,,,,,2,,,,,,,,0,3.5,8,4,,,,,0,0,0,0,,,,,3,0,0,0,,,,,DELL RAPIDS_ASD0,,,,,,,,PCC overlay,,,,,,,,MIL,,,,,,,,QUARTZ,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,76e42656-9bd1-406e-9426-0c3215c72cf2,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930031N&logpoint=27.43538,0,,24195.5191
2309,03421000 00004 6065,2023,S001920034E,0,4.04348,2,34,1,000 00,004 60,1,From Nebraska/Iowa state line To N JCT US 34/I-29,2014,,4.04,8.55,4,65,,0,88,,,84,79,97,66.63,57,2023/08/14 00:00:00+00,0,0.025,0.1,3.49,98,,,99,,0,0,0,0,1,2,1,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,89,2022/05/07 00:00:00+00,4.58,0,7.43,75,142,2022/06/14 00:00:00+00,2023,4125,905,Y,NHS,,2,3,Y,100,2,65,74,10,0,10,6,B,25,,N,N,N,PG,6,N,PG,10,,,,,PC,2014,,,,,,,,NHSX-534-1(81)--3H-65,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,,,,,,,,,6,,,,,,,,0,,,,,,,,0,,,,,,,,WEEPING WATER MI,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,fc1327ed-345a-4588-b069-558362feddea,0,,7,1.7,4,1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=0,1,100,8629.571056
2310,03421004 60008 0965,2023,S001920034E,4.04348,7.86816,2,34,1,004 60,008 09,3,From N JCT US 34/I-29 East To W JCT US 34/US 275/IA 385,1974,2006,3.82,8.14,4,65,,0,62,,58,61,,66,117.11,49,2021/07/07 00:00:00+00,0.1,0.0055,0.2,34.37,43,9,39,,85,0,628,4201,1,99,312,0,579,1538,20,388,989,0,0,0,0,0,0,0,37,0,0,98,2022/05/07 00:00:00+00,4.08,0,6.08,,208,2021/04/27 00:00:00+00,2023,4375,974,Y,NHS,841,2,3,Y,82,2,65,65,14,5,9,0,B,25,,N,N,Y,PG,10,Y,PG,10,Y,,,,AC,2006,2006,1974,,,,,,NHSN-034-1(76)--2R-65,NHSN-034-1(76)--2R-65,F-FG-34-1(20)--24-65,,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,2,2,9,,,,,,HMA,HMA,,,,,,,,,I,,,,,,3,3,0,,,,,,0,3,0,,,,,,0,0,0,,,,,,DENISON,DENISON,WEEPING WATER,,,,,,,,,,,,,,,,,,,,,,GRAVEL,GRAVEL,C.LST.,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b2fad1d8-007e-44f1-8c37-08b92d481287,0,275,513,134,43,11.2,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=4.043,17,100,8156.646783
2311,03421008 09011 9465,2023,S001920034E,7.86816,11.7297,2,34,1,008 09,011 94,3,From W JCT US 275/IA 385 East to 0.4 Mi W of E JCT US 275,1974,2006,3.86,7.98,4,65,2955,2955,58,,47,61,,59,117.76,50,2021/07/07 00:00:00+00,0,0,0.25,40.62,30,0,57,,71,541,473,6677,3,125,367,29,1092,1508,7,339,610,0,0,0,0,0,0,0,0,0,0,98,2022/05/07 00:00:00+00,5.08,0,6.88,,199,2021/04/27 00:00:00+00,2023,3725,1093,Y,NHS,841,2,3,Y,92,2,65,65,14,5,9,0,B,25,,N,N,Y,PG,10,Y,PG,10,Y,,,,AC,2006,2006,1974,,,,,,NHSN-034-1(76)--2R-65,NHSN-034-1(76)--2R-65,RF-34-1(24)--35-65,,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,2,2,9,,,,,,HMA,HMA,,,,,,,,,I,,,,,,3,3,0,,,,,,0,3,0,,,,,,0,0,0,,,,,,DENISON,DENISON,WEEPING WATER,,,,,,,,,,,,,,,,,,,,,,GRAVEL,GRAVEL,C.LST.,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b8532be2-886b-487a-9940-7d91b50a4979,0,275,1395,361.3,75,19.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=7.87233,18,100,8229.179219
2312,03421011 94012 2265,2023,S001920034E,11.7297,12.00279,2,34,1,011 94,012 22,3,From 0.4 Mi W of E JCT US 275 East to 0.1 Mi W of JCT US 2,1966,2006,0.27,0.55,4,65,,0,60,,19,70,,70,98.14,47,2023/08/14 00:00:00+00,,0,0.38,30.44,34,47,9,,100,0,0,2001,0,166,279,0,342,890,0,686,1379,0,0,0,,,0,0,0,0,0,99,2022/05/07 00:00:00+00,6.61,0,7.76,,163,2023/04/12 00:00:00+00,2023,8100,1095,Y,NHS,,2,3,N,0,2,55,65,15.5,7,9,0,B,24,,N,N,N,PG,10,N,PG,10,,,,,,2006,2006,1966,,,,,,NHSN-034-1(75)--2R-65,NHSN-034-1(75)--2R-65,F-15(4)*<1>,,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,1.5,1.5,9,,,,,,HMA,HMA,,,,,,,,,3,,,,,,2,2,0,,,,,,3,3,0,,,,,,3,0,0,,,,,,DENISON,DENISON,SACTON,,,,,,FOAMED RECYCLED ASPHALT,,,,,,,,MIL,,,,,,,,GRAVEL,GRAVEL,GRAVEL,,,,,,CIP,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,50faf4e8-1ab9-4c8c-aa5b-74c05df01e37,0,275,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=11.73411,16,100,581.89858
2313,03421012 22012 4565,2023,S001920034E,12.00279,12.31558,2,34,1,012 22,012 45,3,From 0.1mi W of JCT US 275 east to 0.1mi E of JCT US 275,1966,2006,0.31,1.1,4,65,,0,59,,30,72,,59,93.09,48,2023/08/14 00:00:00+00,,0,0.33,40.59,22,21,0,,77,0,948,2871,1,122,439,0,894,756,0,733,1683,0,0,0,,,0,0,0,0,0,99,2022/05/07 00:00:00+00,7.29,0,8.39,,200,2017/05/02 00:00:00+00,2023,7450,970,Y,NHS,,2,3,N,0,4,55,65,15.5,7,9,0,B,34,,N,N,N,PG,10,N,PG,6,,,,,,2006,2006,1966,,,,,,NHSN-034-1(75)--2R-65,NHSN-034-1(75)--2R-65,F-15(4)*<1>,,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,1.5,1.5,9,,,,,,HMA,HMA,,,,,,,,,3,,,,,,2,2,0,,,,,,3,3,0,,,,,,3,0,0,,,,,,DENISON,DENISON,SACTON,,,,,,FOAMED RECYCLED ASPHALT,,,,,,,,MIL,,,,,,,,GRAVEL,GRAVEL,GRAVEL,,,,,,CIP,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,f6cbcdc2-74ba-46c4-a115-b219817c2389,0,275,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=12.00437,21,100,666.5349714
2314,03421012 45015 2365,2023,S001920034E,12.31558,14.92992,2,34,1,012 45,015 23,3,From 0.1 Mi E of E JCT US 275 East to 0.2 Mi E of 295th St,1966,2022,2.61,6.56,4,65,,0,93,R,100,83,,100,70.05,50,2023/08/14 00:00:00+00,0,0,0,0,100,100,100,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.07,0,7.07,,153,2023/04/12 00:00:00+00,2023,6450,844,Y,NHS,,2,3,N,0,3,55,65,17,8,9,0,B,30,,N,N,N,PG,10,N,PG,10,,,,,AC,2022,2006,2006,1966,,,,,NHSX-034-1(120)--3H-65,NHSN-034-1(75)--2R-65,NHSN-034-1(75)--2R-65,F-15(4)*<1>,,,,,S,,W,,,,,,HMA,HMA,HMA,PCC,,,,,1.5,1.5,1.5,9,,,,,,HMA,HMA,,,,,,4,,,,,,,,0,2,2,0,,,,,0,3,3,0,,,,,1.5,3,0,0,,,,,FRENCHTOWN_A2209,,,,,,,,HI-PRO SURFACE,FOAMED RECYCLED ASPHALT,,,,,,,MIL,MIL,,,,,,,C.LST.,,,,,,,,,CIP,HMA,,,,,,2024/04/18 18:55:47.120+00,-05:00,5a362dc7-def2-489b-9649-cccfdce53208,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=12.31468,36,,5571.036691
2315,03421015 23020 4165,2023,S001920034E,14.92992,20.10414,2,34,1,015 23,020 41,3,From 0.2 Mi E of 295th St. East to 0.1 Mi W of JCT L66,1966,2006,5.17,13.51,4,65,,0,47,,21,62,,45,115.74,58,2022/07/06 00:00:00+00,,0,0.37,54.84,29,13,15,,79,0,877,14870,1,61,477,0,731,1198,0,491,1502,0,0,0,0,0,0,0,0,0,0,99,2022/05/07 00:00:00+00,6.46,0,7.65,,180,2023/04/12 00:00:00+00,2023,5220,844,Y,NHS,,2,3,N,0,2,55,65,15.5,7,9,0,B,33,,N,N,N,PG,10,N,PG,10,N,F-34-1(52)--20-65,70,,AC,2006,2006,1966,,,,,,NHSN-034-1(75)--2R-65,NHSN-034-1(75)--2R-65,F-15(5)*<1>,,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,1.5,1.5,9,,,,,,HMA,HMA,,,,,,,,,3,,,,,,2,2,0,,,,,,3,3,0,,,,,,3,0,0,,,,,,DENISON,DENISON,SACTON,,,,,,FOAMED RECYCLED ASPHALT,,,,,,,,MIL,,,,,,,,GRAVEL,GRAVEL,GRAVEL,,,,,,CIP,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,9ea9a0f6-869d-41b3-9030-401c15724fa0,0,,54,10.4,3,0.6,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=14.92737,48,100,11025.56887
2316,03421262 83263 6729,2023,S001920034E,268.29565,269.11116,2,34,1,262 83,263 67,3,From Osborn Street Overpass E To Iowa/Illinois State Line,1990,2015,0.82,1.67,5,29,977,977,89,C,80,89,,94,57.3,54,2023/07/18 00:00:00+00,,0,0.09,5.97,85,74,100,,100,0,0,0,0,0,124,0,0,683,0,0,0,0,0,0,,,0,0,0,0,0,32,2023/06/27 00:00:00+00,16.22,0,16.22,,196,2017/04/12 00:00:00+00,2023,4994,1730,Y,NHS,872,2,3,Y,97,2,55,65,13.5,4,10,6,B,27,,Y,Y,N,P,8,N,P,10,,,,,AC,2015,1990,,,,,,,NHSX-034-9(213)--3H-29,BRF-34-9(58)--38-29,,,,,,,S,,,,,,,,HMA,PCC,,,,,,,1.5,10,,,,,,,HMA,GSB,,,,,,,4,,,,,,,,2,6,,,,,,,0,0,,,,,,,0,0,,,,,,,DONNELLSON_A5600,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,8953ad18-5765-4237-a7d5-224a73e6b19a,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034E&logpoint=268.60555,0,77,1732.752624
2317,03422000 00004 3365,2023,S001920034W,264.38471,268.78623,2,34,2,000 00,004 33,1,,2014,,4.4,9.37,4,65,,0,84,,,81,65,97,73.75,51,2023/08/14 00:00:00+00,0.1,0.0425,0.09,3.37,98,,,100,,0,0,0,1,2,2,0,0,2,0,0,3,0,0,0,1,0,0,0,0,33,0,89,2022/05/07 00:00:00+00,4.66,0,7.44,57,147,2022/06/14 00:00:00+00,2023,4425,929,Y,NHS,,2,3,Y,100,2,65,74,10,0,10,6,B,25,,N,N,N,PG,6,N,PG,10,,,,,PC,2014,,,,,,,,NHSX-534-1(85)--3H-65,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,,,,,,,,,6,,,,,,,,0,,,,,,,,0,,,,,,,,WEEPING WATER MI,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,bad5f2cf-f017-43df-9800-0fe7c458a537,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034W&logpoint=264.38212,1,100,9392.68738
2318,03422004 33008 0965,2023,S001920034W,260.91977,264.38471,2,34,2,004 33,008 09,3,From N JCT US 34/I-29 East To JCT US 34/US 275/IA 385,1974,2006,3.46,7.39,4,65,,0,68,,57,66,,74,106.33,49,2021/07/07 00:00:00+00,0.1,0.002,0.2,25.8,49,85,82,,98,0,83,1128,0,97,268,0,177,127,0,125,285,0,0,0,0,0,0,0,0,0,0,97,2022/05/07 00:00:00+00,4.71,0,5.93,,176,2018/05/09 00:00:00+00,2023,4358,995,Y,NHS,841,2,3,Y,91,2,65,65,14,5,9,0,B,24,,N,N,Y,PG,10,Y,PG,10,Y,,,,AC,2006,2006,1974,,,,,,NHSN-034-1(76)--2R-65,NHSN-034-1(76)--2R-65,F-FG-34-1(20)--24-,,,,,,,W,,,,,,,HMA,HMA,PCC,,,,,,2,2,9,,,,,,HMA,HMA,,,,,,,,,I,,,,,,3,3,0,,,,,,0,3,0,,,,,,0,0,0,,,,,,DENISON,DENISON,WEEPING WATER,,,,,,,,,,,,,,,,,,,,,,GRAVEL,GRAVEL,C.LST.,,,,,,,HMA,,,,,,,2024/04/18 18:55:47.120+00,-05:00,6d2f1f13-b203-48bd-8871-09318b2598f3,0,275,111,32,10,2.9,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001920034W&logpoint=260.91601,5,100,7389.915307
